6dd4ed69-0eb3-4ac0-b22e-b0eef492a975	Task 1 - Dimensional Model Consumption Pack (Explained v5)	Task 1 Visuals	Wolt Assignment Dev Semantic
2031d387-d1ec-41f6-b12d-a25504bcde05	Task 2	Wolt	Wolt Assignment Dev Semantic
